ecoregion,year,Latitude,Longitude,PTP,water,wetland,shrub,dshrub,dec,mixed,spruce,baresnow,GCSP
AP,2005,58.54408608,-154.5776527,170470301,0,0,0.246794872,0.679487179,0,0,0,0.073717949,0
AP,2005,58.51404685,-156.1456786,172770121,0,0,0.920127796,0.079872204,0,0,0,0,0
AP,2005,58.76309146,-155.2666407,177610201,0,0,0.015822785,0.949367089,0,0,0,0.034810127,0
AP,2005,58.76646099,-155.1796823,177610103,0,0,0,0.92721519,0,0,0,0.07278481,0
AP,2005,59.01618898,-154.9546427,182410202,0,0,0,0.936908517,0,0,0,0.063091482,0
LH,2004,60.17141288,-154.3819099,211150301,0.337620579,0,0.083601286,0,0,0,0.578778135,0,0
AP,2005,58.41580507,-155.9944838,170390303,0,0.015822785,0.113924051,0.018987342,0.018987342,0.303797468,0.528481013,0,0
LH,2004,60.76175166,-153.9390763,225530105,0,0,0,0.217665615,0,0,0,0.782334385,0
AP,2005,59.22161937,-155.5232496,189560101,0,0,0.473015873,0.415873016,0,0.00952381,0.101587302,0,0
AR,2004,60.9607616,-153.9914782,232700102,0.262658228,0.018987342,0.607594937,0,0,0,0.110759494,0,0
AP,2006,58.70506707,-154.0092718,172900104,0,0,0,0.196141479,0,0,0,0.803858521,0
AR,2004,60.70038213,-153.0416373,223180110,0,0,0.945859873,0,0,0.041401274,0,0.012738854,0
LH,2004,60.90133726,-153.8938621,230310111,0,0,0.648734177,0.303797468,0,0.025316456,0,0.022151899,0
AR,2004,59.97301533,-154.0645081,206380203,0,0,0.867088608,0,0,0.018987342,0.113924051,0,0
AR,2004,60.72293641,-153.0509801,223180204,0,0,0.233974359,0.766025641,0,0,0,0,0
LH,2004,60.76624654,-153.9563682,225530107,0,0,0.041533546,0.817891374,0,0,0,0.14057508,0
LH,2004,60.57898242,-153.766981,220750209,0.022292994,0,0.751592357,0.054140127,0,0,0.098726115,0.073248408,0
AR,2004,60.96586609,-154.4889187,232670205,0,0,0.228571429,0,0,0.003174603,0.768253968,0,0
AR,2006,60.02882078,-152.8720074,204060301,0,0,0.984177215,0,0,0,0,0.015822785,0
LH,2004,60.81610043,-153.9538795,227920404,0,0,0,0.800632911,0,0,0,0.199367089,0
LH,2004,60.62611118,-154.2696432,223120401,0.056962025,0,0.71835443,0.17721519,0.009493671,0,0.037974684,0,0
LH,2004,60.01747881,-154.5623999,208750411,0,0.009493671,0.544303797,0,0,0.085443038,0.360759494,0,0
AP,2005,59.21521962,-155.4118575,189560302,0.21221865,0,0.302250804,0.485530547,0,0,0,0,0
LH,2004,60.81785887,-154.38051,227890501,0.019169329,0,0.559105431,0.019169329,0,0,0.402555911,0,0
AP,2005,58.31028571,-155.0915112,165660205,0,0,0,0.070512821,0,0,0,0.929487179,0
AP,2005,58.76212779,-154.7191809,175250106,0,0,0,0.453674121,0,0,0,0.546325878,0
AP,2005,59.23000932,-155.4033817,189560403,0.038585209,0,0.176848875,0.784565916,0,0,0,0,0
AR,2004,61.47963912,-153.0505837,242320103,0,0,0,0.303797468,0,0,0,0.696202532,0
AP,2005,58.37798953,-155.0934095,168050101,0,0,0,0,0,0,0,1,0
AP,2005,58.6471653,-154.9584354,172840403,0,0,0.126582278,0.873417722,0,0,0,0,0
AR,2004,60.04258177,-154.547449,208750304,0,0,0.224358974,0.775641026,0,0,0,0,0
AR,2006,60.06548792,-152.8973246,206450102,0,0,1,0,0,0,0,0,0
AR,2006,60.01590771,-152.8626473,204060202,0,0,0.965189873,0,0,0,0.034810127,0,0
AR,2004,60.55743758,-152.8491841,218410114,0.018987342,0,0.534810127,0,0,0,0.186708861,0.259493671,0
AP,2005,58.75782846,-154.7724047,175250122,0.172523962,0,0,0.811501597,0,0,0,0.015974441,0
AR,2006,60.02502831,-152.8770221,204060302,0,0,0.729903537,0.215434084,0,0,0,0.054662379,0
LH,2004,60.63297487,-154.2760414,223120310,0,0,0.692063492,0.307936508,0,0,0,0,0
AP,2005,58.30126687,-155.0973218,165660207,0,0,0,0,0,0,0,1,0
AR,2004,60.38005748,-152.6170756,213640401,0,0,0.118589744,0.407051282,0,0,0,0.474358974,0
AP,2005,59.01520729,-154.9462957,182410201,0,0,0.018927445,0.602523659,0,0,0,0.378548896,0
AR,2006,60.12127125,-152.8899294,206450202,0,0,0.208201893,0.312302839,0,0,0,0.479495268,0
AP,2005,58.74121444,-154.758371,175250113,0,0,0.060897436,0.939102564,0,0,0,0,0
AR,2004,60.72059275,-153.1000597,223180302,0,0,0,0.352380952,0,0,0,0.631746032,0
AP,2005,58.73820852,-154.7826366,175250116,0,0,0.101587302,0.898412698,0,0,0,0,0
LH,2004,60.8990951,-153.8482614,230310105,0.147798742,0,0.493710692,0.355345912,0,0,0,0.003144654,0
LH,2004,60.16683544,-154.3815598,211150302,0,0,0.332278481,0,0,0.056962025,0.610759494,0,0
AP,2006,58.72205727,-153.9988786,172900203,0,0,0,0.048076923,0,0,0,0.951923077,0
LH,2004,60.64132442,-154.152135,223120203,0,0,0.622222222,0.288888889,0.028571429,0.057142857,0,0.003174603,0
AP,2005,58.49730575,-156.1248935,172770113,0,0,0.560126582,0.439873418,0,0,0,0,0
AP,2005,58.75050277,-154.7399063,175250110,0,0,0,0.821086262,0,0,0,0.178913738,0
AP,2005,59.11074976,-155.3451243,187170107,0,0,0.400630915,0.599369085,0,0,0,0,0
LH,2004,60.02666655,-154.5642161,208750413,0,0,0.987261147,0,0,0,0.012738854,0,0
AP,2005,58.50208822,-156.1246423,172770114,0,0,0.601910828,0.398089172,0,0,0,0,0
AR,2004,60.75543556,-153.9141372,225530102,0,0,0,0.015822785,0,0,0,0.984177215,0
LH,2004,60.48839064,-153.8013717,218360203,0.041139241,0,0.851265823,0.003164557,0,0.041139241,0.063291139,0,0
AP,2006,58.71950665,-154.0060001,172900202,0,0,0,0.015772871,0,0,0,0.984227129,0
AP,2005,58.82040046,-154.5337881,177650105,0.044444444,0,0,0.126984127,0,0,0,0.828571429,0
AP,2005,59.01953101,-154.980113,182410205,0,0,0.048076923,0.778846154,0,0,0,0.173076923,0
AP,2005,59.2219787,-155.5058474,189560103,0,0,0.259493671,0.268987342,0,0.205696203,0.265822785,0,0
LH,2004,60.61583748,-154.1090977,223120103,0,0,0.009463722,0.807570978,0,0,0,0.1829653,0
LH,2004,60.26581289,-153.8896197,213570206,0.083067093,0,0.057507987,0.009584665,0.076677316,0.121405751,0.552715655,0.099041534,0
LH,2004,60.49228907,-153.7962931,218360204,0,0,0.977707006,0,0,0.022292994,0,0,0
LH,2004,60.27619489,-153.9306845,213570201,0,0,0,0,0.03525641,0.112179487,0.852564103,0,0
LH,2004,60.75671649,-153.9234561,225530103,0,0,0.015923567,0.156050955,0,0,0,0.828025478,0
AR,2004,60.11695867,-154.399403,211150207,0,0,0.428571429,0,0.104761905,0.219047619,0.247619048,0,0
AP,2006,58.7363112,-154.0067333,172900208,0,0,0.649517685,0.295819936,0,0,0,0.054662379,0
LH,2004,60.27107455,-153.9046858,213570204,0,0,0,0,0.092948718,0.134615385,0.772435897,0,0
AP,2005,59.13173636,-154.8196452,184810102,0,0,0,0.86031746,0,0,0,0.13968254,0
LH,2004,60.76940727,-154.3669286,227890401,0,0,0.519230769,0.432692308,0,0,0.048076923,0,0
AP,2005,58.95832434,-155.7228155,184760113,0,0.003154574,0.482649842,0.488958991,0,0,0.025236593,0,0
AP,2006,58.7205818,-154.022751,172900212,0.028571429,0,0,0.244444444,0,0,0,0.726984127,0
LH,2004,60.76339158,-154.3531746,227890403,0,0,0.016129032,0.703225806,0,0.258064516,0,0.022580645,0
LH,2004,60.15796655,-154.3781477,211150304,0,0,0.568690096,0,0.057507987,0.191693291,0.182108626,0,0
LH,2004,60.75952694,-153.9308122,225530104,0,0,0,0.182692308,0,0,0,0.817307692,0
LH,2004,60.64913526,-154.2602289,223120306,0.019047619,0,0.368253968,0.60952381,0,0,0.003174603,0,0
LH,2004,60.77031487,-154.3948889,227890304,0.139240506,0,0.284810127,0.534810127,0,0,0,0.041139241,0
LH,2004,60.47893686,-153.7687983,218360304,0.624203822,0,0,0,0.02866242,0.01910828,0.321656051,0.006369427,0
AR,2004,60.93591252,-154.4952005,232670211,0.003164557,0.079113924,0.082278481,0,0,0.015822785,0.819620253,0,0
AR,2004,60.15261931,-153.6105499,208800104,0,0,0,0.596214511,0,0,0,0.403785489,0
LH,2004,60.61583052,-154.1182939,223120102,0,0,0.044871795,0.769230769,0,0,0,0.185897436,0
AR,2004,60.90355134,-153.9215164,230310202,0,0,0.583870968,0.061290323,0,0.209677419,0.14516129,0,0
AP,2005,58.68044615,-154.3480612,172880101,0,0,0,0.03525641,0,0,0,0.96474359,0
AP,2005,58.83405718,-154.5055739,177650101,0,0,0.044585987,0.24522293,0,0,0,0.710191083,0
AR,2004,60.27140144,-153.8889744,213570210,0,0,0.105769231,0.016025641,0.477564103,0.198717949,0.201923077,0,0
AR,2004,60.42019975,-153.3650777,215990303,0,0,0.958990536,0.009463722,0,0,0,0.031545741,0
LH,2004,60.34795387,-154.1671738,215950206,0,0,0,0,0.664556962,0.132911392,0.202531646,0,0
AR,2004,60.29431857,-153.9286449,213570104,0,0,0.253968254,0,0.466666667,0.244444444,0.034920635,0,0
AP,2005,58.75650681,-154.7636162,175250123,0.209003215,0,0.054662379,0.697749196,0,0,0,0.038585209,0
LH,2004,60.85505415,-153.8704512,227920306,0,0,0,1,0,0,0,0,0
AP,2005,59.07006064,-154.9127523,184810304,0,0,0.955271566,0.044728435,0,0,0,0,0
LH,2004,60.90138445,-153.8774326,230310109,0,0,0.450160772,0.408360129,0,0,0.012861736,0.128617363,0
AR,2004,60.39474651,-152.6589664,213640201,0,0,0.569620253,0.405063291,0,0,0,0.025316456,0
AP,2005,58.77102762,-155.1790014,177610104,0,0,0,0.803797468,0,0,0,0.196202532,0
AR,2004,60.28475951,-153.9361221,213570107,0,0,0.006369427,0,0.057324841,0.159235669,0.777070064,0,0
AP,2005,58.77291941,-154.7325138,175250103,0,0,0,0.17721519,0,0,0,0.82278481,0
AP,2005,58.94424677,-155.0557835,182410103,0,0,0.003215434,0.961414791,0,0,0,0.035369775,0
AR,2006,60.0276044,-152.9011618,204060102,0,0,0.018927445,0.246056782,0,0,0,0.735015773,0
AP,2005,59.06923763,-154.9040179,184810303,0,0,0.793650794,0.155555556,0,0,0,0.050793651,0
AP,2005,58.71307254,-154.3703557,172880205,0,0,0.971153846,0,0.028846154,0,0,0,0
AP,2006,58.71016318,-154.0114353,172900105,0,0,0,0.435897436,0,0,0,0.564102564,0
LH,2004,60.48207932,-153.8143057,218360201,0,0,0.218649518,0.327974277,0.144694534,0.041800643,0.266881029,0,0
AP,2005,59.12841981,-154.8259461,184810103,0,0,0,0.974276527,0,0,0,0.025723473,0
AR,2004,60.7194031,-153.9334634,225530201,0,0,0,0,0,0,0,1,0
AR,2004,60.45939353,-153.4397023,215990201,0,0,0.607028754,0.21086262,0.003194888,0,0.015974441,0.162939297,0
AP,2006,58.72643765,-154.0095521,172900210,0,0,0,0.436305732,0,0,0,0.563694268,0
AR,2004,61.05023372,-153.2447243,232740103,0.15755627,0.035369775,0.450160772,0,0,0.025723473,0.260450161,0.07073955,0
LH,2004,60.01680901,-154.5799521,208750406,0.003194888,0.047923322,0.559105431,0,0,0.038338658,0.3514377,0,0
LH,2004,60.79819065,-154.4264202,227890106,0,0,0.71884984,0.137380192,0,0.060702875,0.083067093,0,0
AP,2005,58.62159848,-155.0419433,172840106,0.123809524,0,0.171428571,0,0.695238095,0,0.00952381,0,0
LH,2004,60.63584299,-154.1648821,223120205,0,0,0.596214511,0.403785489,0,0,0,0,0
LH,2004,60.36479504,-154.1793671,215950201,0,0,0,0,0.154574132,0.539432177,0.305993691,0,0
AP,2005,58.55224896,-156.2073283,175160112,0,0,1,0,0,0,0,0,0
LH,2004,60.76629365,-154.3602294,227890402,0,0,0.414012739,0.585987261,0,0,0,0,0
AP,2005,58.30822527,-155.9206242,168000107,0.012658228,0,0.14556962,0.841772152,0,0,0,0,0
AR,2004,60.97441102,-154.4831718,232670203,0,0,0.434920635,0,0.085714286,0.047619048,0.431746032,0,0
AP,2005,58.42725635,-154.7084803,168070201,0,0,0.015822785,0.417721519,0,0,0,0.566455697,0
LH,2004,60.03506899,-154.5807189,208750402,0,0,0.878594249,0,0,0.083067093,0.038338658,0,0
AP,2005,58.58635778,-154.6374772,170470403,0,0,0.632911392,0,0.367088608,0,0,0,0
AP,2005,59.11385617,-155.3899693,187170112,0,0,0.335443038,0.664556962,0,0,0,0,0
AP,2005,58.90556395,-155.7585169,182360202,0,0,0.149681529,0.101910828,0.047770701,0.060509554,0.605095541,0,0
AR,2004,60.71390256,-153.0469119,223180101,0,0,0.770700637,0.21656051,0,0.012738854,0,0,0
AP,2005,58.70179578,-155.5636106,177590208,0,0,0.144694534,0.028938907,0.24437299,0.241157556,0.340836013,0,0
AP,2006,58.21675088,-154.5386387,160910304,0,0,0.131410256,0,0,0,0,0.868589744,0
AP,2006,58.11542524,-154.4860892,158520101,0,0,0.87012987,0.016233766,0,0,0,0.113636364,1
AP,2006,58.11448261,-154.4948846,158520102,0,0,0.650641026,0.041666667,0,0,0,0.307692308,1
AP,2006,58.11397115,-154.5039005,158520103,0,0,0.552715655,0.063897764,0,0,0,0.383386581,1
AP,2006,58.11968056,-154.4889032,158520201,0,0,0.741214058,0,0,0,0,0.258785942,1
AP,2006,58.12008801,-154.4804083,158520202,0,0,1,0,0,0,0,0,1
AP,2006,58.11831867,-154.4724156,158520203,0,0,1,0,0,0,0,0,1
AP,2006,58.17625162,-154.4065016,158520301,0,0,0.031847134,0.031847134,0,0,0,0.936305732,1
AP,2006,58.17284488,-154.4011049,158520302,0,0,0.314102564,0,0,0,0,0.685897436,1
AP,2006,58.1683723,-154.4008648,158520303,0,0,0.585209003,0.032154341,0,0,0,0.382636656,1
AP,2006,58.16383568,-154.4011734,158520304,0,0,0.022151899,0.113924051,0,0,0,0.863924051,1
AP,2006,58.14675109,-154.4967068,158520401,0,0,0.003184713,0,0,0,0,0.996815287,1
AP,2006,58.15104875,-154.4933553,158520402,0,0,0.638977636,0.041533546,0,0,0,0.319488818,1
AP,2006,58.16178043,-154.7877356,160890103,0,0,0.060126582,0.101265823,0,0,0,0.838607595,1
AP,2006,58.1711965,-154.8004762,160890201,0,0,0.333333333,0.047619048,0,0,0,0.619047619,1
AP,2006,58.17296382,-154.8173913,160890203,0,0,0.022151899,0.034810127,0,0,0,0.943037975,1
AP,2006,58.17404198,-154.834231,160890205,0,0,0.323717949,0.048076923,0,0,0,0.628205128,1
AP,2006,58.17358727,-154.8445874,160890206,0,0,0.175159236,0,0,0,0,0.824840764,1
AP,2006,58.25021991,-154.4397577,160910201,0,0,0.83974359,0.028846154,0,0,0,0.131410256,1
AP,2006,58.25147795,-154.4481497,160910202,0,0,0.287539936,0.21086262,0,0,0,0.501597444,1
AP,2006,58.24654528,-154.4452746,160910203,0,0,0.720634921,0.107936508,0,0,0,0.171428571,1
AP,2006,58.2157624,-154.5301278,160910305,0,0,0.35443038,0.025316456,0,0,0,0.620253165,1
AP,2006,58.21275967,-154.4930481,160910401,0.476038339,0,0.341853035,0.092651757,0,0,0,0.089456869,1
AP,2006,58.33708308,-154.2980972,163310102,0,0,0.380191693,0.207667732,0,0,0,0.412140575,1
AP,2006,58.29985628,-154.4004942,163310202,0,0,0,0.012658228,0,0,0,0.987341772,1
AP,2006,58.29168946,-154.4014526,163310302,0,0,0.100946372,0.211356467,0,0,0,0.687697161,1
AP,2006,58.28925426,-154.3941548,163310303,0,0,0.387820513,0.240384615,0,0,0,0.371794872,1
AP,2006,58.28818222,-154.3857948,163310304,0,0,0.837060703,0.162939297,0,0,0,0,1
AP,2006,58.29167621,-154.3801489,163310305,0,0,0.996794872,0.003205128,0,0,0,0,1
AP,2006,58.29531102,-154.3748771,163310306,0,0,0.457142857,0.120634921,0,0,0,0.422222222,1
AP,2006,58.2938146,-154.3668293,163310307,0,0,0.865814696,0.028753994,0,0,0,0.10543131,1
AP,2006,58.29976324,-154.3737857,163310308,0,0,0.532051282,0.080128205,0,0,0,0.387820513,1
AP,2006,58.30137298,-154.3918314,163310310,0,0,0.132911392,0.123417722,0,0,0,0.743670886,1
AP,2005,58.24966754,-155.7826114,165620101,0,0,0.968152866,0.012738854,0.01910828,0,0,0,1
AP,2005,58.25389554,-155.7793359,165620102,0.037974684,0,0.794303797,0.142405063,0,0,0.025316456,0,1
AP,2005,58.25669493,-155.7726421,165620103,0,0,0.775316456,0.205696203,0,0,0.018987342,0,1
AP,2005,58.25947638,-155.7659178,165620104,0,0,0.778846154,0.205128205,0.016025641,0,0,0,1
AP,2005,58.26323449,-155.7520924,165620106,0,0,0.823151125,0.080385852,0.061093248,0.035369775,0,0,1
AP,2005,58.27263881,-155.7315981,165620201,0,0,0.939297125,0.060702875,0,0,0,0,1
AP,2005,58.27204211,-155.7230679,165620202,0,0,0.905362776,0.094637224,0,0,0,0,1
AP,2005,58.2682881,-155.7181485,165620203,0,0,0.617363344,0.382636656,0,0,0,0,1
BBL,2005,58.26636077,-155.7103996,165620204,0.006329114,0,0.550632911,0.443037975,0,0,0,0,1
BBL,2005,58.26473795,-155.7023405,165620205,0.009584665,0,0.54313099,0.447284345,0,0,0,0,1
BBL,2005,58.26027995,-155.7003926,165620206,0.028481013,0,0.60443038,0.367088608,0,0,0,0,1
BBL,2005,58.25611875,-155.7038004,165620207,0.022364217,0,0.798722045,0.178913738,0,0,0,0,1
BBL,2005,58.25801684,-155.7115468,165620208,0,0,0.778481013,0.221518987,0,0,0,0,1
BBL,2005,58.25951762,-155.7195577,165620209,0.006329114,0,0.556962025,0.436708861,0,0,0,0,1
BBL,2005,58.26239915,-155.7262268,165620210,0.050473186,0.018927445,0.583596215,0.347003155,0,0,0,0,1
AP,2005,58.25910866,-155.7322719,165620211,0,0,0.990506329,0.009493671,0,0,0,0,1
AP,2005,58.30097795,-155.8988822,168000104,0,0,0,0.917197452,0,0,0,0.082802548,1
AP,2005,58.31338584,-155.944807,168000110,0,0,0.556270096,0.443729904,0,0,0,0,1
AP,2005,58.31528485,-155.9523548,168000111,0,0,0.702531646,0.297468354,0,0,0,0,1
AP,2005,58.3175379,-155.9597737,168000112,0,0,0.579113924,0.420886076,0,0,0,0,1
BBL,2005,58.33211839,-156.0044969,168000201,0.031746032,0,0.26984127,0.685714286,0,0,0.012698413,0,1
BBL,2005,58.34100187,-156.0067124,168000203,0.059748428,0,0.455974843,0.48427673,0,0,0,0,1
BBL,2005,58.34550798,-156.008075,168000204,0,0,0.734177215,0.265822785,0,0,0,0,1
BBL,2005,58.35467041,-156.0097648,168000206,0.037974684,0,0.924050633,0.037974684,0,0,0,0,1
BBL,2005,58.35208476,-156.0013426,168000301,0,0,0.89556962,0.088607595,0,0,0.015822785,0,1
BBL,2005,58.34472477,-155.9909625,168000303,0,0,0.08490566,0.91509434,0,0,0,0,1
AP,2005,58.34448455,-155.470451,168030101,0,0,0.24437299,0.75562701,0,0,0,0,1
AP,2005,58.34826294,-155.4752709,168030102,0,0,0.317307692,0.682692308,0,0,0,0,1
AP,2005,58.35243537,-155.4819054,168030103,0,0,0.547169811,0.452830189,0,0,0,0,1
AP,2005,58.35664728,-155.4851844,168030104,0,0,0.834920635,0.165079365,0,0,0,0,1
AP,2005,58.35926838,-155.4922454,168030105,0,0,0.955271566,0.038338658,0.006389776,0,0,0,1
AP,2005,58.36466591,-155.4524617,168030201,0,0,0.746835443,0.018987342,0.123417722,0,0.110759494,0,1
AP,2005,58.36451411,-155.4438261,168030202,0,0,0.705696203,0,0.21835443,0,0.075949367,0,1
AP,2005,58.36496397,-155.4352345,168030203,0,0,0.673076923,0.051282051,0.150641026,0.025641026,0.099358974,0,1
AP,2005,58.36469223,-155.4266286,168030204,0,0,0.747603834,0.054313099,0.086261981,0.047923323,0.063897764,0,1
AP,2005,58.36900212,-155.4297196,168030301,0,0,0.373801917,0.31629393,0.10543131,0,0.115015974,0.089456869,1
AP,2005,58.36892601,-155.4397473,168030302,0,0,0.22829582,0.080385852,0.286173633,0.083601286,0.321543408,0,1
AP,2005,58.37045034,-155.4484148,168030303,0,0,0.29903537,0,0.418006431,0.154340836,0.128617363,0,1
AP,2005,58.37218489,-155.4573435,168030304,0,0,0.233974359,0,0.304487179,0.057692308,0.403846154,0,1
AP,2005,58.37955058,-155.4899711,168030308,0,0.051446945,0.350482315,0.311897106,0.07073955,0.048231511,0.167202572,0,1
AP,2005,58.38428359,-155.5056189,168030310,0,0,0.387096774,0.493548387,0.032258065,0.022580645,0.064516129,0,1
AP,2005,58.3992058,-155.0795586,168050106,0,0,0,0.361904762,0,0,0,0.638095238,1
AP,2005,58.40619028,-155.0768549,168050201,0,0,0.041009464,0.457413249,0,0,0,0.501577287,1
AP,2005,58.4029448,-155.0709433,168050202,0,0,0.03514377,0.258785942,0,0,0,0.706070288,1
AP,2005,58.39947939,-155.0654877,168050203,0,0,0,0.347133758,0,0,0,0.652866242,1
AP,2005,58.39634657,-155.0592811,168050204,0,0,0,0.366559486,0,0,0,0.633440514,1
AP,2005,58.41065347,-155.0764204,168050301,0,0,0.054487179,0.246794872,0,0,0,0.698717949,1
AP,2005,58.41513276,-155.0760073,168050302,0,0,0.296529968,0.451104101,0,0,0,0.252365931,1
AP,2005,58.41966033,-155.0754763,168050303,0,0,0.914285714,0.085714286,0,0,0,0,1
AP,2005,58.42440784,-155.0750417,168050304,0,0,0.964401295,0.01618123,0.019417476,0,0,0,1
AP,2005,58.49145234,-154.7525329,168070101,0,0,0.819047619,0.095238095,0.085714286,0,0,0,1
AP,2005,58.48718226,-154.7499205,168070102,0,0,0.722397476,0.154574132,0.123028391,0,0,0,1
AP,2005,58.482939,-154.7469593,168070103,0,0,0.796825397,0.057142857,0.092063492,0,0,0.053968254,1
AP,2005,58.43445003,-154.7187425,168070203,0,0,0.482315113,0.1414791,0,0,0,0.376205788,1
AP,2005,58.43866646,-154.7218646,168070204,0,0,0.91025641,0.057692308,0,0,0,0.032051282,1
AP,2005,58.44268978,-154.7258879,168070205,0,0,1,0,0,0,0,0,1
AP,2005,58.44655752,-154.7301204,168070206,0,0,1,0,0,0,0,0,1
AP,2005,58.45039845,-154.7344441,168070207,0,0,0.614886731,0,0.385113269,0,0,0,1
AP,2005,58.45822513,-154.7426946,168070209,0,0,0.33015873,0.063492063,0.155555556,0,0,0.450793651,1
AP,2005,58.52836867,-154.4113388,168090101,0,0,0.028938907,0.572347267,0,0,0,0.398713826,1
AP,2005,58.52695665,-154.4031145,168090102,0,0,0.07278481,0.601265823,0,0,0,0.325949367,1
AP,2005,58.52452238,-154.3953465,168090103,0,0,0,0.296178344,0,0,0,0.703821656,1
AP,2005,58.53384809,-154.4025218,168090106,0,0,0.240384615,0.746794872,0,0,0,0.012820513,1
AP,2005,58.53379218,-154.411503,168090107,0,0,0.151898734,0.648734177,0,0,0,0.199367089,1
AP,2005,58.53651102,-154.4279654,168090109,0,0,0.439873418,0.471518987,0,0,0,0.088607595,1
AP,2005,58.53782455,-154.4366887,168090110,0,0,0.642172524,0.325878594,0,0,0,0.031948882,1
AP,2005,58.53928057,-154.4453417,168090111,0,0,0.189102564,0.746794872,0,0,0,0.064102564,1
AP,2005,58.53532716,-154.4495547,168090112,0,0,0.349358974,0.503205128,0,0,0,0.147435897,1
AP,2005,58.53086866,-154.4471527,168090113,0,0,0.841772152,0.082278481,0,0,0,0.075949367,1
AP,2005,58.53283019,-154.4575662,168090114,0,0,0.851265823,0.025316456,0,0,0,0.123417722,1
AP,2005,58.43102217,-155.9212143,170390101,0,0.182108626,0.562300319,0.233226837,0.003194888,0,0.019169329,0,1
AP,2005,58.43539953,-155.9192831,170390102,0,0.153354633,0.6485623,0.182108626,0,0,0,0,1
AP,2005,58.43989491,-155.9174431,170390103,0,0,0.831210191,0.02866242,0.124203822,0.006369427,0.00955414,0,1
AP,2005,58.44678283,-155.9063066,170390105,0,0.098726115,0.700636943,0.178343949,0.015923567,0,0.006369427,0,1
AP,2005,58.45018923,-155.900733,170390106,0,0.041533546,0.741214058,0.067092652,0.099041534,0,0.051118211,0,1
AP,2005,58.37340295,-155.9509439,170390201,0,0,0.862619808,0.137380192,0,0,0,0,1
AP,2005,58.37295234,-155.9424199,170390202,0,0,0.875,0.125,0,0,0,0,1
AP,2005,58.37246418,-155.9338207,170390203,0,0,0.778481013,0.221518987,0,0,0,0,1
AP,2005,58.37280214,-155.9248943,170390204,0,0,0.892063492,0.092063492,0.015873016,0,0,0,1
AP,2005,58.41738582,-155.9442545,170390402,0,0,0.687898089,0,0.312101911,0,0,0,1
AP,2005,58.41446221,-155.9507401,170390403,0,0,0.520634921,0,0.46031746,0,0.019047619,0,1
AP,2005,58.40531051,-155.9695316,170390406,0,0,0.402555911,0.003194888,0.3514377,0.025559105,0.217252396,0,1
AP,2005,58.40198457,-155.9754057,170390407,0,0,0.253205128,0,0.352564103,0.083333333,0.310897436,0,1
