ecoregion,year,Latitude,Longitude,PTP,water,wetland,shrub,dshrub,dec,mixed,spruce,baresnow,GCSP
AP,2005,58.39899123,-155.981741,170390408,0,0,0.306709265,0,0.370607029,0.150159744,0.172523962,0,1
AP,2005,58.5621319,-154.547143,170470104,0,0,0.112179487,0.887820513,0,0,0,0,1
AP,2005,58.56580862,-154.5517833,170470201,0,0,0.108280255,0.515923567,0,0,0,0.375796178,1
AP,2005,58.54763238,-154.5836125,170470302,0,0,0.530546624,0.405144695,0,0,0,0.064308682,1
AP,2005,58.55142402,-154.5884389,170470303,0,0,0.501587302,0.498412698,0,0,0,0,1
AP,2005,58.55587246,-154.5942572,170470304,0,0,0.736507937,0.263492063,0,0,0,0,1
AP,2005,58.55950073,-154.599449,170470305,0,0,0.829113924,0.148734177,0,0,0,0.022151899,1
AP,2005,58.56479424,-154.6015785,170470306,0,0,1,0,0,0,0,0,1
AP,2005,58.56895594,-154.6051112,170470307,0,0,0.993630573,0,0.006369427,0,0,0,1
AP,2005,58.57344529,-154.6066462,170470308,0,0,0.93968254,0,0.06031746,0,0,0,1
AP,2005,58.57798191,-154.6075967,170470309,0,0,0.911392405,0,0.088607595,0,0,0,1
AP,2005,58.58110274,-154.6138382,170470310,0,0,0.647435897,0,0.352564103,0,0,0,1
AP,2005,58.58158529,-154.6225904,170470401,0,0,0.680379747,0,0.319620253,0,0,0,1
AP,2005,58.58518481,-154.6458013,170470404,0,0,0.935691318,0,0.064308682,0,0,0,1
AP,2005,58.58723243,-154.6278608,170470501,0,0,0.42721519,0,0.57278481,0,0,0,1
AP,2005,58.59049005,-154.6414533,170470502,0,0,0.332268371,0.172523962,0.357827476,0,0,0.137380192,1
AP,2006,58.62840869,-153.7804519,170520101,0,0,0.717041801,0.282958199,0,0,0,0,1
AP,2006,58.6299974,-153.7886449,170520102,0,0,0.357827476,0.600638978,0,0,0,0.041533546,1
AP,2006,58.62577049,-153.7972714,170520103,0.08681672,0,0.91318328,0,0,0,0,0,1
AP,2006,58.62306414,-153.7902952,170520104,0,0,1,0,0,0,0,0,1
AP,2006,58.64170223,-153.7945245,170520202,0,0,0.172955975,0.685534591,0,0,0,0.141509434,1
AP,2006,58.63819691,-153.7869886,170520203,0,0,0.961661342,0.038338658,0,0,0,0,1
AP,2006,58.6236585,-153.7811081,170520401,0,0,0.977848101,0.022151899,0,0,0,0,1
AP,2006,58.62135407,-153.7706473,170520402,0,0,1,0,0,0,0,0,1
AP,2006,58.61690051,-153.7742212,170520403,0,0,1,0,0,0,0,0,1
AP,2006,58.61400842,-153.781124,170520404,0,0,1,0,0,0,0,0,1
AP,2006,58.61465089,-153.7898294,170520405,0,0,1,0,0,0,0,0,1
AP,2005,58.48329012,-156.225683,172770101,0,0,0.78913738,0.054313099,0.095846645,0,0.060702875,0,1
AP,2005,58.48222411,-156.2173552,172770102,0,0,0.945859873,0.054140127,0,0,0,0,1
AP,2005,58.48316917,-156.208728,172770103,0,0,0.816455696,0.183544304,0,0,0,0,1
AP,2005,58.48401164,-156.2000706,172770104,0,0,0.801282051,0.198717949,0,0,0,0,1
AP,2005,58.48507622,-156.1916992,172770105,0,0,0.77388535,0.22611465,0,0,0,0,1
AP,2005,58.48675797,-156.1834034,172770106,0,0,0.75399361,0.24600639,0,0,0,0,1
AP,2005,58.5191132,-156.1215602,172770118,0,0,0.702531646,0.297468354,0,0,0,0,1
AP,2005,58.50963235,-156.1482737,172770122,0,0,0.780254777,0.219745223,0,0,0,0,1
AP,2005,58.61372352,-155.0017155,172840101,0,0,0.528846154,0.044871795,0.426282051,0,0,0,1
AP,2005,58.61515582,-155.0099123,172840102,0,0,0.844444444,0.133333333,0.015873016,0,0,0.006349206,1
AP,2005,58.61680269,-155.0178892,172840103,0,0,0.714285714,0.285714286,0,0,0,0,1
AP,2005,58.61990869,-155.0340469,172840105,0.044585987,0,0.156050955,0,0.76433121,0.015923567,0.01910828,0,1
AP,2005,58.62899065,-155.0486488,172840202,0,0,0.256329114,0,0.743670886,0,0,0,1
AP,2005,58.62992406,-155.0402052,172840301,0,0,0.317610063,0,0.682389937,0,0,0,1
AP,2005,58.63047123,-155.0312949,172840302,0,0,0.784126984,0.085714286,0.13015873,0,0,0,1
AP,2005,58.69282186,-154.337842,172880104,0,0,0.516025641,0.423076923,0,0,0,0.060897436,1
AP,2005,58.69760156,-154.3528784,172880201,0,0,0.244444444,0.742857143,0,0,0,0.012698413,1
AP,2005,58.7014854,-154.3571217,172880202,0,0,0.901587302,0.079365079,0,0,0,0.019047619,1
AP,2005,58.70547652,-154.3610431,172880203,0,0,1,0,0,0,0,0,1
AP,2005,58.70932281,-154.3653936,172880204,0,0,1,0,0,0,0,0,1
AP,2005,58.71709049,-154.3666328,172880206,0,0,0.974683544,0,0.025316456,0,0,0,1
AP,2006,58.72514734,-153.9926289,172900204,0,0,0,0.355555556,0,0,0,0.644444444,1
AP,2006,58.72868191,-153.9863327,172900205,0,0,0.580952381,0.298412698,0,0,0,0.120634921,1
AP,2006,58.73333931,-153.9864204,172900206,0,0,0.996794872,0,0,0,0,0.003205128,1
AP,2006,58.74509501,-153.9722658,172900302,0,0,0.762057878,0.003215434,0,0,0,0.234726688,1
AP,2005,58.56615898,-156.1410575,175160101,0,0,0.82428115,0,0.150159744,0,0.025559105,0,1
AP,2005,58.56410558,-156.1489646,175160102,0,0,0.887820513,0.08974359,0.003205128,0,0.019230769,0,1
AP,2005,58.56126672,-156.1561449,175160103,0,0,0.848101266,0.151898734,0,0,0,0,1
AP,2005,58.5608265,-156.165426,175160104,0.037974684,0,0.848101266,0.113924051,0,0,0,0,1
AP,2005,58.55899933,-156.1740349,175160105,0,0,0.732484076,0.267515924,0,0,0,0,1
AP,2005,58.55618745,-156.1811082,175160106,0.02866242,0,0.656050955,0.27388535,0,0.025477707,0,0,1
AP,2005,58.55234108,-156.186336,175160107,0,0,0.796825397,0.203174603,0,0,0,0,1
AP,2005,58.54895236,-156.1921681,175160108,0,0,0.838607595,0.161392405,0,0,0,0,1
AP,2005,58.54411751,-156.2071926,175160110,0,0,0.73566879,0.26433121,0,0,0,0,1
AP,2005,58.73795246,-154.7648037,175250114,0,0,0.006349206,0.974603175,0,0,0,0.019047619,1
AP,2005,58.7359289,-154.773547,175250115,0,0,0.031746032,0.968253968,0,0,0,0,1
AP,2005,58.7508963,-154.7917887,175250119,0,0,0.155063291,0.844936709,0,0,0,0,1
AP,2005,58.75403423,-154.7855145,175250120,0,0,0.302839117,0.678233438,0,0,0,0.018927445,1
AP,2005,58.7533511,-154.7747534,175250121,0,0,0.018987342,0.952531646,0,0,0,0.028481013,1
AP,2005,58.7529735,-154.7578364,175250124,0,0,0,1,0,0,0,0,1
AP,2005,58.74828097,-154.7599403,175250125,0,0,0.003164557,0.955696203,0,0,0,0.041139241,1
AP,2005,58.78336251,-155.5262795,177590101,0,0,0.868167203,0.131832797,0,0,0,0,1
AP,2005,58.77987505,-155.5318841,177590102,0,0,0.859872611,0.140127389,0,0,0,0,1
AP,2005,58.77696142,-155.5386456,177590103,0,0,1,0,0,0,0,0,1
AP,2005,58.77490056,-155.5463646,177590104,0,0.044164038,0.886435331,0.069400631,0,0,0,0,1
AP,2005,58.77212045,-155.5533493,177590105,0,0,0.916932907,0.03514377,0.047923323,0,0,0,1
AP,2005,58.80975092,-155.2476551,177610304,0,0.029032258,0.029032258,0.941935484,0,0,0,0,1
AP,2005,58.80948999,-155.2390138,177610305,0,0,0.076433121,0.923566879,0,0,0,0,1
AP,2005,58.80910786,-155.2302,177610306,0,0,0.187301587,0.812698413,0,0,0,0,1
AP,2005,58.85849118,-155.7832254,182360102,0,0,0.638977636,0.361022364,0,0,0,0,1
AP,2005,58.86301339,-155.7810796,182360103,0,0,0.75399361,0.223642173,0.022364217,0,0,0,1
AP,2005,58.86743903,-155.7787676,182360104,0,0,0.797468354,0.034810127,0.107594937,0,0.060126582,0,1
AP,2005,58.89147162,-155.8842159,182360302,0,0,0.083333333,0.916666667,0,0,0,0,1
AP,2005,58.88992131,-155.8489878,182360401,0,0,0.651757189,0.348242812,0,0,0,0,1
AP,2005,58.88661683,-155.8430386,182360402,0,0,0.765079365,0.234920635,0,0,0,0,1
AP,2005,58.87643516,-155.8217205,182360501,0,0.067307692,0.775641026,0.067307692,0.08974359,0,0,0,1
AP,2005,58.87995422,-155.8163614,182360502,0,0.054487179,0.791666667,0.147435897,0.006410256,0,0,0,1
AP,2005,58.8835001,-155.810997,182360503,0,0.514376997,0.345047923,0.063897764,0.041533546,0,0.03514377,0,1
AP,2005,59.08210024,-154.8864068,184810205,0,0,0.803858521,0.067524116,0.025723473,0,0,0.10289389,1
AP,2005,59.07625026,-154.8937826,184810301,0,0,0.805031447,0.194968553,0,0,0,0,1
AP,2005,59.0719335,-154.8966155,184810302,0,0,0.430868167,0.565916399,0,0,0,0.003215434,1
AP,2005,59.07461059,-154.9205887,184810305,0.105095541,0,0.894904459,0,0,0,0,0,1
AP,2005,59.11164369,-155.3183773,187170104,0,0,0.477987421,0.490566038,0.01572327,0,0.01572327,0,1
AP,2005,59.11107036,-155.3541162,187170108,0,0,0.188498403,0.811501597,0,0,0,0,1
AP,2005,59.11248045,-155.3722214,187170110,0,0,0.176282051,0.823717949,0,0,0,0,1
AP,2005,59.11888003,-155.4251833,187170114,0,0,0.163461538,0.836538462,0,0,0,0,1
AP,2005,59.22203779,-155.4971463,189560104,0.022292994,0,0.538216561,0.436305732,0,0,0.003184713,0,1
AP,2005,59.22234356,-155.4882897,189560105,0.076923077,0,0.439102564,0.391025641,0.006410256,0.016025641,0.070512821,0,1
AP,2005,59.22375977,-155.4550893,189560201,0.028571429,0,0.177777778,0.793650794,0,0,0,0,1
AP,2005,59.21504796,-155.4349835,189560204,0,0,0.627760252,0.372239748,0,0,0,0,1
AP,2005,59.21218336,-155.4283369,189560205,0.073248408,0,0.468152866,0.375796178,0,0,0.082802548,0,1
AP,2005,59.22107756,-155.403489,189560401,0.06031746,0,0.387301587,0.511111111,0,0.041269841,0,0,1
AR,2006,59.93634442,-152.8871556,201670401,0,0,0.006389776,0.52715655,0,0,0,0.466453674,1
AR,2006,59.93236385,-152.8825539,201670402,0,0,0.424050633,0.487341772,0,0,0,0.088607595,1
AR,2006,60.02027015,-152.8786683,204060105,0,0,0.974683544,0,0,0,0.025316456,0,1
AR,2006,60.01224783,-152.8679833,204060203,0,0,0.977777778,0,0,0,0.022222222,0,1
AR,2006,60.01248655,-152.8773359,204060204,0.06031746,0,0.876190476,0,0,0,0.025396825,0.038095238,1
AR,2006,60.01094562,-152.8865306,204060205,0,0,0.82278481,0,0,0,0.085443038,0.091772152,1
AR,2006,60.00773585,-152.8620233,204060208,0,0,0.620578778,0,0,0,0.131832797,0.247588424,1
AR,2006,60.01003845,-152.8540604,204060209,0,0,0.670926518,0,0,0,0.290734824,0.038338658,1
AR,2004,59.97423682,-154.0829513,206380201,0,0,0.667721519,0,0,0,0.332278481,0,1
AR,2004,59.97007647,-154.0574126,206380204,0.047468354,0.003164557,0.851265823,0,0,0.015822785,0.082278481,0,1
AR,2004,59.96801024,-154.0375842,206380206,0,0,0.987138264,0,0,0.012861736,0,0,1
AR,2006,60.06162789,-152.9023224,206450101,0,0,0.898412698,0,0,0,0.101587302,0,1
AR,2006,60.06965968,-152.8938845,206450103,0,0,1,0,0,0,0,0,1
AR,2006,60.07390981,-152.8906117,206450104,0,0,0.724358974,0,0,0,0.173076923,0.102564103,1
AR,2006,60.0780622,-152.887243,206450105,0.060897436,0,0.221153846,0,0,0,0.413461538,0.304487179,1
AR,2006,60.11900646,-152.8980485,206450201,0,0,0.116352201,0.374213836,0,0,0,0.509433962,1
AR,2006,60.1210389,-152.8729475,206450205,0,0,0.980645161,0.016129032,0,0,0.003225806,0,1
AR,2006,60.11704199,-152.8795136,206450206,0,0,1,0,0,0,0,0,1
AR,2006,60.11304751,-152.8843767,206450207,0,0,1,0,0,0,0,0,1
AR,2006,60.11010437,-152.8912913,206450208,0,0,0.996855346,0.003144654,0,0,0,0,1
AR,2006,60.10519308,-152.8948046,206450209,0,0,1,0,0,0,0,0,1
AR,2006,60.10163194,-152.9003161,206450210,0,0,1,0,0,0,0,0,1
AR,2006,60.09807056,-152.9059547,206450211,0,0,1,0,0,0,0,0,1
AR,2006,60.09411204,-152.9101402,206450212,0.186708861,0,0.768987342,0,0,0,0.037974684,0.006329114,1
AR,2004,60.03065156,-154.5199472,208750101,0,0,0.461783439,0.066878981,0.108280255,0.187898089,0.175159236,0,1
AR,2004,60.02850453,-154.5281362,208750102,0,0,0.860759494,0.044303797,0.069620253,0,0.025316456,0,1
AR,2004,60.02705405,-154.5368935,208750103,0,0,0.637820513,0.349358974,0,0,0.012820513,0,1
AR,2004,60.05826163,-154.4802668,208750201,0,0,0.940063091,0.059936909,0,0,0,0,1
AR,2004,60.05498816,-154.4692425,208750202,0,0,0.935483871,0.064516129,0,0,0,0,1
AR,2004,60.05243436,-154.461549,208750203,0,0,0.659235669,0.340764331,0,0,0,0,1
AR,2004,60.04685889,-154.5442525,208750303,0,0,0.826923077,0.173076923,0,0,0,0,1
AR,2004,60.03840641,-154.556723,208750305,0,0,0.853968254,0.146031746,0,0,0,0,1
LH,2004,60.02609373,-154.5838884,208750404,0,0.035369775,0.697749196,0,0,0.041800643,0.225080386,0,1
LH,2004,60.02151277,-154.5821629,208750405,0,0,0.896440129,0,0.01618123,0,0.087378641,0,1
LH,2004,60.02203471,-154.5639584,208750412,0,0,0.659235669,0,0,0,0.340764331,0,1
AR,2004,60.15935887,-153.6283719,208800101,0.028571429,0,0,0.438095238,0,0,0,0.533333334,1
AR,2004,60.14538967,-153.6155548,208800108,0,0,0.507886435,0.195583596,0,0,0,0.296529968,1
AR,2004,60.1460526,-153.6247274,208800109,0,0,0.775316456,0.129746835,0,0,0,0.094936709,1
AR,2004,60.14391311,-153.632784,208800110,0,0,0.779552716,0.204472843,0,0,0,0.015974441,1
AR,2004,60.14089999,-153.6238512,208800111,0.00955414,0,0.579617834,0.318471338,0,0,0.025477707,0.066878981,1
AR,2004,60.1271193,-154.3528908,211150201,0,0,0.182108626,0.437699681,0,0.047923323,0.063897764,0.268370607,1
AR,2004,60.12459811,-154.3604026,211150202,0,0,0.398734177,0.601265823,0,0,0,0,1
AR,2004,60.12323094,-154.3690902,211150203,0,0,0.509493671,0.462025316,0,0,0.028481013,0,1
AR,2004,60.12096849,-154.3769733,211150204,0,0,0.747603834,0.214057508,0,0,0.038338658,0,1
AR,2004,60.11843825,-154.384489,211150205,0,0,0.753205128,0,0.16025641,0,0.086538462,0,1
AR,2004,60.11906354,-154.4174042,211150209,0,0,0.442675159,0.006369427,0,0.095541401,0.455414013,0,1
AR,2004,60.30535469,-153.9253433,213570101,0,0,0.571884984,0,0.236421725,0.060702875,0.130990415,0,1
AR,2004,60.4070177,-152.5775925,213640101,0,0,1,0,0,0,0,0,1
AR,2004,60.4078781,-152.5686348,213640102,0,0,0.993650794,0,0,0,0.006349206,0,1
AR,2004,60.40869442,-152.5597156,213640103,0,0,0.952531646,0,0,0,0.047468354,0,1
AR,2004,60.40966353,-152.5509318,213640104,0,0,0.971608833,0,0,0,0.025236593,0.003154574,1
AR,2004,60.41052268,-152.5416237,213640105,0.053968254,0.034920635,0.631746032,0,0,0,0.082539683,0.196825397,1
AR,2004,60.39993231,-152.6339697,213640204,0.037974684,0,0.949367089,0,0,0,0.012658228,0,1
AR,2004,60.40942901,-152.535417,213640301,0.058064516,0.032258065,0.609677419,0,0,0,0.096774194,0.203225806,1
AR,2004,60.40573619,-152.5433619,213640302,0,0,0.996815287,0,0,0,0.003184713,0,1
AR,2004,60.40354634,-152.5513659,213640303,0,0,1,0,0,0,0,0,1
AR,2004,60.40135958,-152.5592086,213640304,0,0,0.996784566,0,0,0,0.003215434,0,1
AR,2004,60.40346051,-152.566954,213640305,0,0,1,0,0,0,0,0,1
AR,2004,60.38717841,-152.5967949,213640404,0,0,0.785488959,0.044164038,0,0,0.14511041,0.025236593,1
LH,2004,60.37845419,-154.1153236,215950103,0,0,0.479365079,0.184126984,0.031746032,0.095238095,0.206349206,0.003174603,1
AR,2004,60.41209772,-153.366287,215990301,0,0,0.575562701,0,0.038585209,0.025723473,0.01607717,0.344051447,1
AR,2004,60.41605457,-153.3614789,215990302,0,0,0.626198083,0.019169329,0.038338658,0.019169329,0.019169329,0.277955272,1
AR,2004,60.42430596,-153.3683132,215990304,0,0,0.942675159,0.025477707,0,0,0,0.031847134,1
AR,2004,60.43201203,-153.3776887,215990306,0,0,0.96474359,0,0.016025641,0.019230769,0,0,1
LH,2004,60.46435696,-153.8785599,218350101,0,0,0.233226837,0.763578275,0,0,0,0.003194888,1
LH,2004,60.46335549,-153.8895479,218350102,0,0,0.227564103,0.676282051,0,0,0,0.096153846,1
LH,2004,60.46229493,-153.8996672,218350103,0,0,0.248407643,0.675159236,0,0,0,0.076433121,1
LH,2004,60.46159093,-153.9087418,218350104,0,0,0.353503185,0.630573248,0,0,0,0.015923567,1
LH,2004,60.46074646,-153.9178091,218350105,0,0,0.289389068,0.710610932,0,0,0,0,1
LH,2004,60.45820355,-153.9256655,218350106,0,0,0.52866242,0.194267516,0,0.025477707,0.238853503,0.012738854,1
LH,2004,60.45704694,-153.9346339,218350107,0,0,0.406349206,0.501587302,0,0.003174603,0.088888889,0,1
LH,2004,60.45559552,-153.9435647,218350108,0,0,0.468152866,0.531847134,0,0,0,0,1
LH,2004,60.51069824,-153.8408108,218360101,0,0,0.041139241,0.639240506,0,0.056962025,0,0.262658228,1
LH,2004,60.50617008,-153.8415887,218360102,0,0,0.798722045,0.124600639,0.03514377,0.041533546,0,0,1
LH,2004,60.46951502,-153.7811656,218360402,0.018987342,0.025316456,0.060126582,0,0.088607595,0.003164557,0.319620253,0.484177215,1
LH,2004,60.46687111,-153.7887977,218360403,0.143769968,0,0.057507987,0,0.115015974,0.079872204,0.239616613,0.364217252,1
LH,2004,60.46272618,-153.7923245,218360404,0.206349206,0,0,0,0.206349206,0.092063492,0.06984127,0.425396825,1
AR,2004,60.52578106,-152.9455304,218410101,0.015822785,0,0.212025316,0.259493671,0,0,0.022151899,0.490506329,1
AR,2004,60.52936222,-152.9389499,218410102,0.016025641,0,0.141025641,0.294871795,0,0,0.070512821,0.477564103,1
AR,2004,60.5315608,-152.9303059,218410103,0.044444444,0,0.234920635,0.222222222,0,0,0.00952381,0.488888889,1
AR,2004,60.53497349,-152.9240887,218410104,0,0,0.057324841,0.171974522,0,0,0,0.770700637,1
AR,2004,60.53863755,-152.918601,218410105,0,0,0.338607595,0.411392405,0,0,0.056962025,0.193037975,1
AR,2004,60.54226113,-152.9113608,218410106,0,0,0.391585761,0.252427184,0,0,0.155339806,0.200647249,1
AR,2004,60.54577894,-152.9043116,218410107,0,0,0.67721519,0.034810127,0,0.003164557,0.094936709,0.189873418,1
AR,2004,60.55452009,-152.8957341,218410109,0.035369775,0,0.92926045,0,0,0,0.022508039,0.012861736,1
AR,2004,60.55544914,-152.8866739,218410110,0,0,0.971246006,0,0,0,0.028753994,0,1
AR,2004,60.55769021,-152.8773822,218410111,0.059936909,0,0.728706625,0,0,0,0.110410095,0.100946372,1
AR,2004,60.55764746,-152.8677758,218410112,0,0,0.296529968,0.015772871,0,0,0.507886435,0.179810726,1
AR,2004,60.5539207,-152.8407487,218410115,0,0,0.134615385,0,0,0,0.147435897,0.717948718,1
LH,2004,60.53879371,-153.7434624,220750101,0,0,0,0.97133758,0,0,0,0.02866242,1
LH,2004,60.53695489,-153.7519178,220750102,0,0,0,0.698717949,0,0,0,0.301282051,1
LH,2004,60.53558704,-153.7610129,220750103,0,0,0.012658228,0.949367089,0,0,0,0.037974684,1
LH,2004,60.53620555,-153.7702846,220750104,0,0,0.232258065,0.751612903,0,0,0,0.016129032,1
LH,2004,60.53989174,-153.7791002,220750105,0,0,0.324921136,0.675078864,0,0,0,0,1
LH,2004,60.54831471,-153.7860987,220750107,0,0,0.105095541,0.722929936,0,0,0,0.171974522,1
LH,2004,60.5511348,-153.7932362,220750108,0,0,0.176656151,0.738170347,0,0,0,0.085173502,1
LH,2004,60.55450995,-153.8219194,220750201,0,0,0.696485623,0,0.025559105,0.124600639,0.153354633,0,1
LH,2004,60.55817854,-153.8163676,220750202,0,0,0.330188679,0.003144654,0,0.254716981,0.411949686,0,1
LH,2004,60.56128152,-153.8095579,220750203,0,0,0.59807074,0,0,0.180064309,0.221864952,0,1
LH,2004,60.56447268,-153.8029584,220750204,0,0,0.304487179,0.044871795,0,0.099358974,0.551282051,0,1
LH,2004,60.56701591,-153.7952184,220750205,0,0,0.387820513,0.157051282,0,0.211538462,0.243589744,0,1
LH,2004,60.57065533,-153.7889846,220750206,0,0,0.914556962,0.037974684,0,0.03164557,0.015822785,0,1
LH,2004,60.57400986,-153.7827109,220750207,0,0,0.551282051,0.326923077,0,0.028846154,0.086538462,0.006410256,1
LH,2004,60.57694914,-153.7754244,220750208,0.003205128,0,0.467948718,0.317307692,0,0.025641026,0.147435897,0.038461538,1
LH,2004,60.57971114,-153.7576772,220750210,0.015873016,0,0.603174603,0.038095238,0,0.082539683,0.196825397,0.063492063,1
LH,2004,60.61191701,-154.1045621,223120104,0,0,0,0.855305466,0,0,0,0.144694534,1
LH,2004,60.64941153,-154.1442454,223120201,0,0,0.528846154,0.429487179,0.003205128,0.038461538,0,0,1
LH,2004,60.64533541,-154.1484161,223120202,0,0,0.329113924,0.664556962,0,0.006329114,0,0,1
LH,2004,60.63478544,-154.1738147,223120206,0,0,0.411392405,0.588607595,0,0,0,0,1
LH,2004,60.63662913,-154.2336663,223120302,0,0,0.446202532,0.553797468,0,0,0,0,1
LH,2004,60.62793969,-154.261233,223120402,0,0,0.57278481,0.155063291,0.148734177,0.006329114,0.117088608,0,1
AR,2004,60.71852845,-153.0448875,223180102,0,0,0.851735016,0.148264984,0,0,0,0,1
AR,2004,60.7212265,-153.0373059,223180103,0,0,0.814102564,0.185897436,0,0,0,0,1
AR,2004,60.72199278,-153.0281636,223180104,0,0,0.688888889,0.311111111,0,0,0,0,1
AR,2004,60.71742388,-153.0280397,223180105,0,0,0.652733119,0.347266881,0,0,0,0,1
AR,2004,60.71394271,-153.0340663,223180106,0,0,0.712025316,0.287974684,0,0,0,0,1
AR,2004,60.70559878,-153.0532234,223180108,0,0,1,0,0,0,0,0,1
LH,2004,60.7709161,-153.9745072,225530109,0,0,0.591772152,0.047468354,0,0.360759494,0,0,1
LH,2004,60.77559714,-153.9700074,225530111,0.552380952,0,0.165079365,0.028571429,0,0.247619048,0,0.006349206,1
LH,2004,60.7766489,-153.9609418,225530112,0.473015873,0,0.171428571,0.012698413,0,0.292063492,0,0.050793651,1
LH,2004,60.77792136,-153.952041,225530113,0.605678233,0,0.173501577,0.034700315,0,0.186119874,0,0,1
LH,2004,60.785596,-154.4128913,227890202,0,0,0.601265823,0.325949367,0.050632911,0,0.022151899,0,1
LH,2004,60.78276434,-154.4201868,227890203,0,0,0.635483871,0.274193548,0.067741935,0.022580645,0,0,1
LH,2004,60.77249525,-154.4223338,227890301,0,0,0.876190476,0.123809524,0,0,0,0,1
LH,2004,60.80025653,-153.9823398,227920102,0,0,0.086538462,0.586538462,0.298076923,0,0,0.028846154,1
LH,2004,60.88182352,-153.8362398,230310101,0,0,0.436708861,0.474683544,0.018987342,0,0,0.069620253,1
LH,2004,60.886164,-153.8393236,230310102,0,0,0.006329114,0.914556962,0.044303797,0,0,0.034810127,1
LH,2004,60.90539502,-153.8617612,230310107,0.012820513,0,0.682692308,0.272435897,0,0.019230769,0.003205128,0.009615385,1
AR,2004,60.91367927,-153.9110817,230310207,0,0,0.73015873,0,0,0,0.26984127,0,1
AR,2004,60.91135682,-153.9030825,230310208,0,0,0.863057325,0,0.006369427,0.111464968,0.01910828,0,1
AR,2004,60.91123721,-153.8936084,230310209,0,0,0.952531646,0,0,0.034810127,0.012658228,0,1
AR,2004,60.90946913,-153.8850424,230310210,0,0,0.61341853,0,0,0.332268371,0.054313099,0,1
LH,2004,60.97811172,-154.4982643,232670101,0,0,0.22611465,0.722929936,0.050955414,0,0,0,1
LH,2004,60.98715579,-154.4984064,232670103,0,0,0.692307692,0.307692308,0,0,0,0,1
LH,2004,60.99156459,-154.4981132,232670104,0,0,0.396825397,0.380952381,0.003174603,0.025396825,0.193650794,0,1
LH,2004,60.99158571,-154.4888503,232670106,0,0,0.297468354,0.360759494,0.079113924,0.034810127,0.227848101,0,1
LH,2004,60.98154997,-154.4876355,232670201,0,0,0.381410256,0.564102564,0.054487179,0,0,0,1
LH,2004,60.97873743,-154.480306,232670202,0,0,0.688888889,0.006349206,0.079365079,0.038095238,0.187301587,0,1
AR,2004,61.45966823,-153.0095198,242320105,0,0,0.226537217,0.724919094,0,0,0,0.048543689,1
AR,2004,61.45578448,-153.0089794,242320106,0,0,0.473015873,0.526984127,0,0,0,0,1
AR,2004,61.45131508,-153.0080372,242320107,0,0,0.901273885,0.098726115,0,0,0,0,1
